2023-06-17 16:36:54,414 - INFO: Server started.
2023-06-17 16:36:54,415 - INFO: Action: Sending command - Command: command
2023-06-17 16:36:55,318 - ERROR: No response from drone for command: command
2023-06-17 16:36:55,319 - INFO: Action: Initiating Drone at 192.168.10.1
2023-06-17 16:36:56,322 - INFO: Action: Sending command - Command: streamon
2023-06-17 16:36:57,226 - ERROR: No response from drone for command: streamon
2023-06-17 16:36:57,228 - INFO: Action: Turning Stream On at 192.168.10.1
2023-06-17 16:36:57,230 - INFO: Action: Receiving response - Response: b'\xcc\x18\x01\xb9\x88V\x00#\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,\x00\x00\xd5\x0e\x00\x06\x00\x00\x00\x00\x00#>'
2023-06-17 16:36:57,234 - INFO: Action: Receiving response - Response: b'ok'
2023-06-17 16:36:57,234 - INFO: Action: Receiving response - Response: b'ok'
2023-06-17 16:36:57,236 - INFO: Starting video streaming.
2023-06-17 16:36:57,236 - INFO: Setting drone speed to 100 cm/s
2023-06-17 16:36:57,237 - INFO: Action: Sending command - Command: speed 100
2023-06-17 16:36:57,241 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,241 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,242 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,248 - INFO: Action: Receiving response - Response: b'ok'
2023-06-17 16:36:57,250 - INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.10.2:5000
2023-06-17 16:36:57,251 - INFO: [33mPress CTRL+C to quit[0m
2023-06-17 16:36:57,273 - INFO: Received video frame of size 775 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,273 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,273 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,274 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,276 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,277 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,277 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,277 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,278 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,278 - INFO: Received video frame of size 881 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,298 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,298 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,299 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,300 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,320 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,320 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,320 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,321 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,321 - INFO: Received video frame of size 784 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,321 - INFO: Received video frame of size 13 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,322 - INFO: Received video frame of size 8 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,322 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,322 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,323 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,323 - INFO: Received video frame of size 176 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,365 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,367 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,367 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,368 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,370 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,371 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,371 - INFO: Received video frame of size 656 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,398 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,399 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,399 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,399 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,402 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,403 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,403 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,404 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,425 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,426 - INFO: Received video frame of size 649 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,432 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,432 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,433 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,434 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,452 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,454 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,454 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,454 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,455 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,455 - INFO: Received video frame of size 583 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,467 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,468 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,468 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,469 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,471 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,471 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,471 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,472 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,472 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,472 - INFO: Received video frame of size 618 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,497 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,500 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,500 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,501 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,502 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,502 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,503 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,503 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,504 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,504 - INFO: Received video frame of size 716 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,533 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,533 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,533 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,534 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,536 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,536 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,543 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,545 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
2023-06-17 16:36:57,545 - INFO: Received video frame of size 1460 from ('192.168.10.1', 62512).
